Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_UTCL2IU_BUSY,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQC_ICACHE_MISSES,SQ_ACTIVE_INST_LDS,SQ_INSTS_GDS,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VMEM,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,TA_BUFFER_TOTAL_CYCLES_sum,TA_FLAT_ATOMIC_WAVEFRONTS_sum,TCC_ATOMIC_sum,TCC_CC_REQ_sum,TCC_EA0_RDREQ_32B_sum,TCC_REQ_sum,TCP_TCC_ATOMIC_WITH_RET_REQ_sum,TCP_TCC_NC_WRITE_REQ_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_RW_READ_REQ_sum
345,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244285614460,20244285638956,346,196,1136.0,488779.0,98.0,345502.0,0.0,0.0,0.0,36864.0,22773428.0,22773428.0,589824.0,0.0,0.0,0.0,0.0,397250.0,0.0,0.0,262144.0,262144.0
346,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244286003103,20244286045679,347,121,1136.0,228032.0,160.0,0.0,0.0,0.0,0.0,262144.0,669833796.0,669833796.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
347,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244286407060,20244286431636,348,196,1136.0,481513.0,100.0,345504.0,0.0,0.0,0.0,36864.0,22955576.0,22955576.0,589824.0,0.0,0.0,0.0,0.0,397316.0,0.0,0.0,262144.0,262144.0
348,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244286798549,20244286841286,349,121,1136.0,237819.0,160.0,0.0,0.0,0.0,0.0,262144.0,660977392.0,660977392.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
349,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244287214132,20244287238508,350,196,1136.0,489538.0,94.0,345528.0,0.0,0.0,0.0,36864.0,22876232.0,22876232.0,589824.0,0.0,0.0,0.0,0.0,397086.0,0.0,0.0,262144.0,262144.0
350,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244287603135,20244287645472,351,121,1136.0,228563.0,160.0,0.0,0.0,0.0,0.0,262144.0,661726908.0,661726908.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
351,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244288010781,20244288035156,352,196,1136.0,493939.0,108.0,345471.0,0.0,0.0,0.0,36864.0,22900924.0,22900924.0,589824.0,0.0,0.0,0.0,0.0,397644.0,0.0,0.0,262144.0,262144.0
352,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244288397780,20244288440236,353,121,1136.0,222587.0,160.0,0.0,0.0,0.0,0.0,262144.0,669749972.0,669749972.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
353,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244288809555,20244288834251,354,196,1136.0,504228.0,100.0,345404.0,0.0,0.0,0.0,36864.0,22952276.0,22952276.0,589824.0,0.0,0.0,0.0,0.0,397332.0,0.0,0.0,262144.0,262144.0
354,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244289201204,20244289243740,355,121,1136.0,231294.0,160.0,0.0,0.0,0.0,0.0,262144.0,668077544.0,668077544.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
355,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244289602475,20244289627371,356,196,1136.0,504884.0,100.0,345484.0,0.0,0.0,0.0,36864.0,23203748.0,23203748.0,589824.0,0.0,0.0,0.0,0.0,397316.0,0.0,0.0,262144.0,262144.0
356,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244289989473,20244290032170,357,121,1136.0,221309.0,160.0,0.0,0.0,0.0,0.0,262144.0,670666828.0,670666828.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
357,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244290396878,20244290421374,358,196,1136.0,488494.0,104.0,345446.0,0.0,0.0,0.0,36864.0,22887560.0,22887560.0,589824.0,0.0,0.0,0.0,0.0,397496.0,0.0,0.0,262144.0,262144.0
358,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244290786764,20244290829621,359,121,1136.0,233244.0,160.0,0.0,0.0,0.0,0.0,262144.0,671394992.0,671394992.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
359,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244291192485,20244291216580,360,196,1136.0,485430.0,94.0,345566.0,0.0,0.0,0.0,36864.0,22540492.0,22540492.0,589824.0,0.0,0.0,0.0,0.0,397070.0,0.0,0.0,262144.0,262144.0
360,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244291580366,20244291623423,361,121,1136.0,242642.0,160.0,0.0,0.0,0.0,0.0,262144.0,670769568.0,670769568.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
361,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244291985165,20244292009540,362,196,1136.0,489385.0,100.0,345286.0,0.0,0.0,0.0,36864.0,22927672.0,22927672.0,589824.0,0.0,0.0,0.0,0.0,397332.0,0.0,0.0,262144.0,262144.0
362,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244292374368,20244292417025,363,121,1136.0,233044.0,160.0,0.0,0.0,0.0,0.0,262144.0,665500668.0,665500668.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
363,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244292778285,20244292802661,364,196,1136.0,490677.0,100.0,345307.0,0.0,0.0,0.0,36864.0,22803888.0,22803888.0,589824.0,0.0,0.0,0.0,0.0,397316.0,0.0,0.0,262144.0,262144.0
364,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244293171177,20244293213995,365,121,1136.0,230546.0,160.0,0.0,0.0,0.0,0.0,262144.0,667238644.0,667238644.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
365,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244293578101,20244293602477,366,196,1136.0,487643.0,102.0,345526.0,0.0,0.0,0.0,36864.0,22913632.0,22913632.0,589824.0,0.0,0.0,0.0,0.0,397414.0,0.0,0.0,262144.0,262144.0
366,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244293963577,20244294006795,367,121,1136.0,240018.0,160.0,0.0,0.0,0.0,0.0,262144.0,669887436.0,669887436.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
367,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244294369739,20244294394194,368,196,1136.0,490348.0,102.0,345297.0,0.0,0.0,0.0,36864.0,22909584.0,22909584.0,589824.0,0.0,0.0,0.0,0.0,397414.0,0.0,0.0,262144.0,262144.0
368,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244294756336,20244294799114,369,121,1136.0,220808.0,160.0,0.0,0.0,0.0,0.0,262144.0,666319704.0,666319704.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
369,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244295168352,20244295192687,370,196,1136.0,490070.0,96.0,345549.0,0.0,0.0,0.0,36864.0,22821536.0,22821536.0,589824.0,0.0,0.0,0.0,0.0,397168.0,0.0,0.0,262144.0,262144.0
370,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244295551301,20244295593998,371,121,1136.0,226498.0,160.0,0.0,0.0,0.0,0.0,262144.0,673092440.0,673092440.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
371,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244295955900,20244295980315,372,196,1136.0,494341.0,104.0,345479.0,0.0,0.0,0.0,36864.0,22807284.0,22807284.0,589824.0,0.0,0.0,0.0,0.0,397496.0,0.0,0.0,262144.0,262144.0
372,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244296339331,20244296382148,373,121,1136.0,226176.0,160.0,0.0,0.0,0.0,0.0,262144.0,665164844.0,665164844.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
373,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244296745372,20244296769748,374,196,1136.0,491822.0,92.0,345481.0,0.0,0.0,0.0,36864.0,22990236.0,22990236.0,589824.0,0.0,0.0,0.0,0.0,397004.0,0.0,0.0,262144.0,262144.0
374,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244297128162,20244297170859,375,121,1136.0,225279.0,160.0,0.0,0.0,0.0,0.0,262144.0,670048512.0,670048512.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
375,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244297533682,20244297558338,376,196,1136.0,493850.0,96.0,345473.0,0.0,0.0,0.0,36864.0,22967240.0,22967240.0,589824.0,0.0,0.0,0.0,0.0,397168.0,0.0,0.0,262144.0,262144.0
376,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244297907972,20244297950870,377,121,1136.0,231203.0,160.0,0.0,0.0,0.0,0.0,262144.0,664475108.0,664475108.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
377,0,1,235,235,32768,512,0,0,104,0,48,64,matmul_kernel,20244298307760,20244298332296,378,196,1136.0,479691.0,88.0,345504.0,0.0,0.0,0.0,36864.0,22910712.0,22910712.0,589824.0,0.0,0.0,0.0,0.0,396840.0,0.0,0.0,262144.0,262144.0
378,0,1,235,235,16384,256,0,0,16,192,48,64,matmul_kernel,20244324798643,20244324829633,379,27,1816.0,616692.0,129.0,250708.0,0.0,0.0,0.0,36864.0,15362536.0,15362536.0,589824.0,0.0,0.0,0.0,0.0,399752.0,0.0,0.0,262144.0,262144.0
379,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244328231405,20244328234612,380,197,8726.0,150214.0,40.0,0.0,0.0,0.0,0.0,4352.0,1099400.0,1099400.0,69632.0,0.0,0.0,0.0,0.0,50576.0,0.0,0.0,16512.0,16512.0
380,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244328702195,20244328744572,381,121,1136.0,235845.0,160.0,0.0,0.0,0.0,0.0,262144.0,666425848.0,666425848.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
381,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244329111165,20244329114372,382,197,1136.0,139481.0,44.0,0.0,0.0,0.0,0.0,4352.0,1090332.0,1090332.0,69632.0,0.0,0.0,0.0,0.0,50688.0,0.0,0.0,16512.0,16512.0
382,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244329476355,20244329518972,383,121,1136.0,220657.0,160.0,0.0,0.0,0.0,0.0,262144.0,667565092.0,667565092.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
383,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244329882959,20244329886327,384,197,1136.0,137227.0,47.0,0.0,0.0,0.0,0.0,4352.0,1090532.0,1090532.0,69632.0,0.0,0.0,0.0,0.0,50784.0,0.0,0.0,16512.0,16512.0
384,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244330248390,20244330291047,385,121,1136.0,231760.0,160.0,0.0,0.0,0.0,0.0,262144.0,670571132.0,670571132.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
385,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244330652829,20244330656077,386,197,1136.0,130948.0,50.0,0.0,0.0,0.0,0.0,4352.0,1092492.0,1092492.0,69632.0,0.0,0.0,0.0,0.0,50880.0,0.0,0.0,16512.0,16512.0
386,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244331019262,20244331062120,387,121,1136.0,225258.0,160.0,0.0,0.0,0.0,0.0,262144.0,668420208.0,668420208.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
387,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244331423341,20244331426669,388,197,1136.0,142446.0,49.0,0.0,0.0,0.0,0.0,4352.0,1096456.0,1096456.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
388,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244331788491,20244331830667,389,121,1136.0,216903.0,160.0,0.0,0.0,0.0,0.0,262144.0,663569084.0,663569084.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
389,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244332192930,20244332196218,390,197,1136.0,140052.0,46.0,0.0,0.0,0.0,0.0,4352.0,1105264.0,1105264.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
390,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244332826410,20244332829537,391,197,1136.0,145313.0,48.0,0.0,0.0,0.0,0.0,4352.0,1071180.0,1071180.0,69632.0,0.0,0.0,0.0,0.0,50832.0,0.0,0.0,16512.0,16512.0
391,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244333192162,20244333195329,392,197,1136.0,135124.0,48.0,0.0,0.0,0.0,0.0,4352.0,1071136.0,1071136.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
392,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244333554666,20244333557833,393,197,1136.0,132759.0,50.0,0.0,0.0,0.0,0.0,4352.0,1060880.0,1060880.0,69632.0,0.0,0.0,0.0,0.0,50880.0,0.0,0.0,16512.0,16512.0
393,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244333929518,20244333932605,394,197,1136.0,162676.0,49.0,0.0,0.0,0.0,0.0,4352.0,1057796.0,1057796.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
394,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244334299679,20244334302766,395,197,1136.0,132221.0,46.0,0.0,0.0,0.0,0.0,4352.0,1036256.0,1036256.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
395,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244334666513,20244334669600,396,197,1136.0,127125.0,46.0,0.0,0.0,0.0,0.0,4352.0,1044696.0,1044696.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
396,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244335033307,20244335036354,397,197,1136.0,135065.0,45.0,0.0,0.0,0.0,0.0,4352.0,1045540.0,1045540.0,69632.0,0.0,0.0,0.0,0.0,50720.0,0.0,0.0,16512.0,16512.0
397,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244335397134,20244335400261,398,197,1136.0,134826.0,44.0,0.0,0.0,0.0,0.0,4352.0,1043032.0,1043032.0,69632.0,0.0,0.0,0.0,0.0,50688.0,0.0,0.0,16512.0,16512.0
398,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244335769140,20244335772267,399,197,1136.0,131539.0,46.0,0.0,0.0,0.0,0.0,4352.0,1041564.0,1041564.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
399,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244336141065,20244336144152,400,197,1136.0,134988.0,48.0,0.0,0.0,0.0,0.0,4352.0,1043120.0,1043120.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
400,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244336514153,20244336517240,401,197,1136.0,133215.0,48.0,0.0,0.0,0.0,0.0,4352.0,1052060.0,1052060.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
401,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244336892654,20244336895741,402,197,1136.0,136020.0,50.0,0.0,0.0,0.0,0.0,4352.0,1052372.0,1052372.0,69632.0,0.0,0.0,0.0,0.0,50880.0,0.0,0.0,16512.0,16512.0
402,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244337268067,20244337271114,403,197,1136.0,131733.0,49.0,0.0,0.0,0.0,0.0,4352.0,1049108.0,1049108.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
403,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244337645485,20244337648572,404,197,1136.0,134210.0,46.0,0.0,0.0,0.0,0.0,4352.0,1044896.0,1044896.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
404,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244338016328,20244338019455,405,197,1136.0,128788.0,46.0,0.0,0.0,0.0,0.0,4352.0,1045112.0,1045112.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
405,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244338400281,20244338403368,406,197,1136.0,129674.0,45.0,0.0,0.0,0.0,0.0,4352.0,1043728.0,1043728.0,69632.0,0.0,0.0,0.0,0.0,50720.0,0.0,0.0,16512.0,16512.0
406,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244338781227,20244338784354,407,197,1136.0,133265.0,44.0,0.0,0.0,0.0,0.0,4352.0,999028.0,999028.0,69632.0,0.0,0.0,0.0,0.0,50728.0,0.0,0.0,16552.0,16552.0
407,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244339157803,20244339160809,408,197,1136.0,129030.0,46.0,0.0,0.0,0.0,0.0,4352.0,986508.0,986508.0,69632.0,0.0,0.0,0.0,0.0,50786.0,0.0,0.0,16546.0,16546.0
408,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244339538869,20244339541956,409,197,1136.0,137108.0,48.0,0.0,0.0,0.0,0.0,4352.0,1039752.0,1039752.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
409,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244339912638,20244339915645,410,197,1136.0,131424.0,48.0,0.0,0.0,0.0,0.0,4352.0,1036624.0,1036624.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
410,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244340298596,20244340301723,411,197,1136.0,169107.0,50.0,0.0,0.0,0.0,0.0,4352.0,1041296.0,1041296.0,69632.0,0.0,0.0,0.0,0.0,50880.0,0.0,0.0,16512.0,16512.0
411,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244340681947,20244340684994,412,197,1136.0,138775.0,49.0,0.0,0.0,0.0,0.0,4352.0,1044516.0,1044516.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
412,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244341062011,20244341065098,413,197,1136.0,128727.0,46.0,0.0,0.0,0.0,0.0,4352.0,1034568.0,1034568.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
413,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244341441794,20244341444922,414,197,1136.0,131155.0,46.0,0.0,0.0,0.0,0.0,4352.0,1029084.0,1029084.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
414,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244341821057,20244341824184,415,197,1136.0,130541.0,45.0,0.0,0.0,0.0,0.0,4352.0,1031604.0,1031604.0,69632.0,0.0,0.0,0.0,0.0,50720.0,0.0,0.0,16512.0,16512.0
415,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244342197873,20244342201040,416,197,1136.0,135857.0,44.0,0.0,0.0,0.0,0.0,4352.0,1031784.0,1031784.0,69632.0,0.0,0.0,0.0,0.0,50688.0,0.0,0.0,16512.0,16512.0
416,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244342587158,20244342590245,417,197,1136.0,138801.0,46.0,0.0,0.0,0.0,0.0,4352.0,1032392.0,1032392.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
417,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244342972394,20244342975481,418,197,1136.0,123181.0,48.0,0.0,0.0,0.0,0.0,4352.0,1037888.0,1037888.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
418,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244343370659,20244343373786,419,197,1136.0,133943.0,48.0,0.0,0.0,0.0,0.0,4352.0,1041176.0,1041176.0,69632.0,0.0,0.0,0.0,0.0,50816.0,0.0,0.0,16512.0,16512.0
419,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244343760505,20244343763592,420,197,1136.0,137274.0,50.0,0.0,0.0,0.0,0.0,4352.0,1037796.0,1037796.0,69632.0,0.0,0.0,0.0,0.0,50880.0,0.0,0.0,16512.0,16512.0
420,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244344149028,20244344152156,421,197,1136.0,136345.0,49.0,0.0,0.0,0.0,0.0,4352.0,1042528.0,1042528.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
421,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244344542483,20244344545690,422,197,1136.0,141404.0,46.0,0.0,0.0,0.0,0.0,4352.0,1044360.0,1044360.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
422,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244344929803,20244344972180,423,121,8740.0,226743.0,160.0,0.0,0.0,0.0,0.0,262144.0,666562024.0,666562024.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
423,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244345369563,20244345372770,424,197,1136.0,141762.0,49.0,0.0,0.0,0.0,0.0,4352.0,1072040.0,1072040.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
424,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244345757324,20244345799620,425,121,1136.0,230711.0,160.0,0.0,0.0,0.0,0.0,262144.0,664965144.0,664965144.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
425,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244346199008,20244346202376,426,197,1136.0,134643.0,46.0,0.0,0.0,0.0,0.0,4352.0,1123560.0,1123560.0,69632.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16512.0,16512.0
426,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20244346586329,20244346629026,427,121,1136.0,222590.0,160.0,0.0,0.0,0.0,0.0,262144.0,668401420.0,668401420.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
427,0,1,235,235,16384,256,0,0,56,0,48,64,bias_kernel,20244347028133,20244347031741,428,197,1136.0,136817.0,49.0,0.0,0.0,0.0,0.0,4352.0,1158736.0,1158736.0,69632.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16512.0,16512.0
